Measurement_Date;Air_Temperature;Relative_Humidity;Visibility;Air_Pressure_at_Station_Height;Cloud_Cover;Daily_Precipitation_Height;Snow_Height_Daily_Value;Global_Radiation;Vapor_Pressure;Dew_Point_Temperature;Wind_Direction;Wind_Strength
28.11.2020;0.7000000000000001;98.0;4.333.333.333.333.330;9.903.000.000.000.000;8.0;0.0;0.0;1.221.929;06. Mrz;0.6;22.666.666.666.666.600;13.333.333.333.333.300
29.11.2020;12.333.333.333.333.300;8.566.666.666.666.660;7.0;9.939.333.333.333.330;4.666.666.666.666.660;0.0;0.0;4.555.743;05. Jul;0.3333333333333333;16.0;1.0
30.11.2020;-10.666.666.666.666.600;8.033.333.333.333.330;6.666.666.666.666.660;9.974.666.666.666.660;0.0;05. Jun;0.0;7.146.966;4.533.333.333.333.330;-21.333.333.333.333.300;20.0;16.666.666.666.666.600
01.12.2020;02. Apr;8.966.666.666.666.660;6.0;9.886.999.999.999.990;7.666.666.666.666.660;04. Apr;0.0;1.534.011;06. Mai;17.666.666.666.666.600;24.0;2.0
02.12.2020;2.466.666.666.666.660;9.266.666.666.666.660;6.0;986.6;7.666.666.666.666.660;0.0;0.0;233.876;6.766.666.666.666.660;2.0;12.0;13.333.333.333.333.300
03.12.2020;3.766.666.666.666.660;71.0;8.333.333.333.333.330;9.760.666.666.666.660;8.0;0.2;0.0;4.019.324;5.633.333.333.333.330;17.666.666.666.666.600;14.666.666.666.666.600;2.0
04.12.2020;61.000.000.000.000.000;76.0;8.0;9.618.333.333.333.330;7.333.333.333.333.330;08. Jul;0.0;1.454.951;7.066.666.666.666.660;4.233.333.333.333.330;17.333.333.333.333.300;2.0
05.12.2020;4.133.333.333.333.330;89.0;7.666.666.666.666.660;9.710.666.666.666.660;7.666.666.666.666.660;02. Jul;0.0;2.953.485;07. Mrz;33.666.666.666.666.600;25.333.333.333.333.300;2.0
06.12.2020;4.066.666.666.666.660;9.133.333.333.333.330;6.333.333.333.333.330;9.718.666.666.666.660;7.666.666.666.666.660;2.0;0.0;1.448.493;7.466.666.666.666.660;3.466.666.666.666.660;22.666.666.666.666.600;16.666.666.666.666.600
07.12.2020;4.766.666.666.666.660;7.933.333.333.333.330;8.333.333.333.333.330;9.728.666.666.666.660;5.333.333.333.333.330;0.0;0.0;5.401.062;06. Aug;3.266.666.666.666.660;17.333.333.333.333.300;2.0
08.12.2020;0.8333333333333334;9.433.333.333.333.330;6.333.333.333.333.330;9.741.333.333.333.330;7.333.333.333.333.330;0.3;0.0;4.472.901;6.133.333.333.333.330;0.5333333333333333;18.666.666.666.666.600;13.333.333.333.333.300
09.12.2020;2.066.666.666.666.660;9.433.333.333.333.330;5.666.666.666.666.660;9.821.666.666.666.660;8.0;01. Apr;0.0;529.741;06. Jul;01. Jul;24.0;16.666.666.666.666.600
10.12.2020;15.666.666.666.666.600;88.0;6.666.666.666.666.660;978.4;8.0;0.0;0.0;2.264.723;6.0;0.8333333333333334;22.666.666.666.666.600;1.0
11.12.2020;20.333.333.333.333.300;88.0;7.666.666.666.666.660;969.9;8.0;04. Jun;0.0;3.322.312;06. Mrz;12.999.999.999.999.900;13.333.333.333.333.300;13.333.333.333.333.300
12.12.2020;78.999.999.999.999.900;8.333.333.333.333.330;7.666.666.666.666.660;9.720.333.333.333.330;7.666.666.666.666.660;7.0;0.0;4.064.052;8.866.666.666.666.660;6.566.666.666.666.660;18.666.666.666.666.600;3.0
13.12.2020;6.966.666.666.666.660;8.233.333.333.333.330;7.666.666.666.666.660;9.851.999.999.999.990;7.666.666.666.666.660;0.6;0.0;4.124.928;8.233.333.333.333.330;56.000.000.000.000.000;17.333.333.333.333.300;23.333.333.333.333.300
14.12.2020;04. Apr;86.0;7.0;9.844.666.666.666.660;8.0;0.2;0.0;507.142;7.166.666.666.666.660;32.999.999.999.999.900;24.0;13.333.333.333.333.300
15.12.2020;7.466.666.666.666.660;9.366.666.666.666.660;7.0;9.858.666.666.666.660;7.666.666.666.666.660;7.0;0.0;104.083;9.766.666.666.666.660;7.0;18.666.666.666.666.600;1.0
16.12.2020;6.633.333.333.333.330;9.533.333.333.333.330;33.333.333.333.333.300;9.894.666.666.666.660;7.666.666.666.666.660;0.0;0.0;3.928.668;9.366.666.666.666.660;06. Mrz;22.666.666.666.666.600;1.0
17.12.2020;9.133.333.333.333.330;82.0;8.333.333.333.333.330;9.949.333.333.333.330;8.0;0.0;0.0;2.119.306;9.466.666.666.666.660;7.633.333.333.333.330;18.666.666.666.666.600;13.333.333.333.333.300
18.12.2020;7.333.333.333.333.330;9.166.666.666.666.660;6.333.333.333.333.330;9.953.666.666.666.660;7.666.666.666.666.660;0.0;0.0;5.090.345;09. Apr;6.666.666.666.666.660;17.333.333.333.333.300;1.0
19.12.2020;5.466.666.666.666.660;9.166.666.666.666.660;5.0;9.912.333.333.333.330;5.666.666.666.666.660;0.3;0.0;2.434.814;8.299.999.999.999.990;4.833.333.333.333.330;16.0;1.0
20.12.2020;8.866.666.666.666.660;8.533.333.333.333.330;8.333.333.333.333.330;9.929.666.666.666.660;7.666.666.666.666.660;0.3;0.0;2.034.378;9.700.000.000.000.000;7.599.999.999.999.990;17.333.333.333.333.300;2.0
21.12.2020;8.433.333.333.333.330;8.033.333.333.333.330;8.333.333.333.333.330;9.928.666.666.666.660;7.666.666.666.666.660;04. Feb;0.0;1.713.148;08. Sep;06. Aug;16.0;2.0
22.12.2020;14.266.666.666.666.600;7.766.666.666.666.660;9.0;9.927.333.333.333.330;8.0;0.0;0.0;1.863.461;12.566.666.666.666.600;12.033.333.333.333.300;20.0;4.333.333.333.333.330
23.12.2020;13.0;79.0;8.666.666.666.666.660;9.875.333.333.333.330;7.666.666.666.666.660;02. Mai;0.0;2.750.791;11.799.999.999.999.900;10.966.666.666.666.600;20.0;26.666.666.666.666.600
24.12.2020;8.466.666.666.666.660;7.166.666.666.666.660;8.666.666.666.666.660;9.844.333.333.333.330;7.0;07. Feb;0.0;5.315.497;7.933.333.333.333.330;6.133.333.333.333.330;18.666.666.666.666.600;4.333.333.333.333.330
25.12.2020;2.266.666.666.666.660;8.933.333.333.333.330;6.666.666.666.666.660;9.927.333.333.333.330;7.666.666.666.666.660;0.2;0.0;1.830.496;6.433.333.333.333.330;15.999.999.999.999.900;22.666.666.666.666.600;16.666.666.666.666.600
26.12.2020;0.7333333333333333;8.066.666.666.666.660;8.0;9.973.000.000.000.000;4.666.666.666.666.660;0.0;0.0;4.904.615;5.166.666.666.666.660;-0.43333333333333335;18.666.666.666.666.600;13.333.333.333.333.300
27.12.2020;5.533.333.333.333.330;58.0;9.0;9.700.333.333.333.330;7.666.666.666.666.660;13.0;0.0;2.165.899;05. Mrz;23.666.666.666.666.600;16.0;4.0
28.12.2020;04. Feb;7.733.333.333.333.330;8.333.333.333.333.330;9.537.333.333.333.330;5.333.333.333.333.330;05. Mai;0.0;2.377.526;63.999.999.999.999.900;2.566.666.666.666.660;17.333.333.333.333.300;33.333.333.333.333.300
29.12.2020;5.966.666.666.666.660;7.066.666.666.666.660;9.0;9.655.666.666.666.660;8.0;0.0;0.0;4.338.296;66.000.000.000.000.000;3.733.333.333.333.330;20.0;4.0
30.12.2020;04. Jul;7.433.333.333.333.330;9.0;977.1;8.0;0.0;0.0;2.482.905;63.999.999.999.999.900;29.333.333.333.333.300;20.0;33.333.333.333.333.300
31.12.2020;39.333.333.333.333.300;74.0;8.666.666.666.666.660;976.6;8.0;04. Mai;0.0;2.167.873;6.0;21.333.333.333.333.300;21.333.333.333.333.300;2.0
01.01.2021;22.666.666.666.666.600;8.966.666.666.666.660;7.0;9.802.666.666.666.660;8.0;0.6;0.0;2.029.817;6.433.333.333.333.330;15.666.666.666.666.600;13.333.333.333.333.300;1.0
02.01.2021;19.666.666.666.666.600;82.0;7.333.333.333.333.330;982.4;8.0;0.0;0.0;798.857;5.733.333.333.333.330;0.8000000000000002;22.666.666.666.666.600;2.0
03.01.2021;0.7999999999999999;88.0;6.666.666.666.666.660;9.826.666.666.666.660;8.0;0.0;0.0;8.883.562;5.733.333.333.333.330;0.09999999999999999;28.0;13.333.333.333.333.300
04.01.2021;16.333.333.333.333.300;8.166.666.666.666.660;6.333.333.333.333.330;983.0;8.0;0.0;0.0;1.989.084;5.566.666.666.666.660;0.46666666666666673;22.666.666.666.666.600;16.666.666.666.666.600
05.01.2021;01. Feb;7.733.333.333.333.330;7.0;9.836.333.333.333.330;8.0;0.6;0.0;8.065.386;5.133.333.333.333.330;-0.16666666666666666;22.666.666.666.666.600;1.0
06.01.2021;0.5333333333333333;9.266.666.666.666.660;5.333.333.333.333.330;9.849.333.333.333.330;8.0;03. Mrz;0.0;1.058.531;5.866.666.666.666.660;0.13333333333333333;20.0;16.666.666.666.666.600
07.01.2021;19.333.333.333.333.300;8.433.333.333.333.330;6.666.666.666.666.660;9.866.333.333.333.330;7.666.666.666.666.660;0.0;0.0;2.830.013;5.866.666.666.666.660;0.9666666666666667;20.0;2.0
08.01.2021;0.5;8.666.666.666.666.660;7.333.333.333.333.330;9.883.333.333.333.330;4.333.333.333.333.330;0.0;0.0;3.107.172;5.466.666.666.666.660;-0.3666666666666667;17.333.333.333.333.300;1.0
09.01.2021;0.06666666666666654;8.133.333.333.333.330;7.333.333.333.333.330;9.916.333.333.333.330;6.666.666.666.666.660;0.0;0.0;6.213.224;5.0;-10.333.333.333.333.300;20.0;13.333.333.333.333.300
10.01.2021;-16.000.000.000.000.000;7.333.333.333.333.330;7.333.333.333.333.330;993.1;0.0;0.0;0.0;773.776;38.333.333.333.333.300;-3.1;13.333.333.333.333.300;23.333.333.333.333.300
11.01.2021;-31.666.666.666.666.600;74.0;7.333.333.333.333.330;9.944.666.666.666.660;26.666.666.666.666.600;0.0;0.0;752.767;35.666.666.666.666.600;-4.433.333.333.333.330;18.666.666.666.666.600;16.666.666.666.666.600
12.01.2021;30.666.666.666.666.600;8.166.666.666.666.660;7.666.666.666.666.660;988.0;7.666.666.666.666.660;03. Feb;0.0;5.880.369;6.266.666.666.666.660;19.000.000.000.000.000;18.666.666.666.666.600;4.333.333.333.333.330
13.01.2021;35.666.666.666.666.600;8.533.333.333.333.330;7.0;9.913.666.666.666.660;7.333.333.333.333.330;19.0;0.0;4.855.072;6.766.666.666.666.660;2.566.666.666.666.660;18.666.666.666.666.600;26.666.666.666.666.600
14.01.2021;0.3666666666666667;97.0;4.333.333.333.333.330;9.895.333.333.333.330;7.666.666.666.666.660;24. Sep;0.0;9.993.589;61.000.000.000.000.000;0.19999999999999998;28.0;1.0
15.01.2021;-19.000.000.000.000.000;9.366.666.666.666.660;4.0;9.934.666.666.666.660;4.333.333.333.333.330;1.0;18.0;3.689.462;5.066.666.666.666.660;-21.666.666.666.666.600;21.333.333.333.333.300;13.333.333.333.333.300
16.01.2021;-5.266.666.666.666.660;8.966.666.666.666.660;6.333.333.333.333.330;9.981.666.666.666.660;5.333.333.333.333.330;03. Apr;16.0;406.111;36.999.999.999.999.900;-5.666.666.666.666.660;18.666.666.666.666.600;13.333.333.333.333.300
17.01.2021;16.666.666.666.666.600;89.0;7.666.666.666.666.660;992.1;8.0;03. Aug;17.0;1.870.351;6.133.333.333.333.330;1.0;18.666.666.666.666.600;23.333.333.333.333.300
18.01.2021;29.333.333.333.333.300;7.733.333.333.333.330;8.0;9.988.000.000.000.000;8.0;0.0;9.0;3.534.746;5.833.333.333.333.330;14.333.333.333.333.300;17.333.333.333.333.300;2.0
19.01.2021;04. Feb;56.0;9.0;9.902.333.333.333.330;8.0;0.1;7.0;3.326.607;4.533.333.333.333.330;1.0;18.666.666.666.666.600;33.333.333.333.333.300
20.01.2021;3.766.666.666.666.660;79.0;8.0;9.792.333.333.333.330;8.0;0.0;3.0;4.636.879;6.266.666.666.666.660;23.000.000.000.000.000;16.0;1.0
21.01.2021;12.833.333.333.333.300;52.333.333.333.333.300;8.666.666.666.666.660;9.734.666.666.666.660;8.0;02. Feb;2.0;2.718.117;07. Aug;8.133.333.333.333.330;18.666.666.666.666.600;4.0
22.01.2021;10.066.666.666.666.600;6.666.666.666.666.660;8.0;9.664.666.666.666.660;7.333.333.333.333.330;17. Jun;0.0;416.486;07. Aug;6.733.333.333.333.330;22.666.666.666.666.600;4.0
23.01.2021;4.166.666.666.666.660;8.033.333.333.333.330;7.666.666.666.666.660;9.702.333.333.333.330;7.666.666.666.666.660;04. Sep;1.0;0.0;6.533.333.333.333.330;2.766.666.666.666.660;17.333.333.333.333.300;26.666.666.666.666.600
24.01.2021;21.666.666.666.666.600;6.566.666.666.666.660;9.0;9.748.333.333.333.330;7.333.333.333.333.330;01. Jul;0.0;7.148.549;04. Jul;-0.03333333333333335;18.666.666.666.666.600;26.666.666.666.666.600
25.01.2021;23.333.333.333.333.300;8.466.666.666.666.660;7.0;9.774.666.666.666.660;7.666.666.666.666.660;01. Jan;0.0;4.006.921;61.000.000.000.000.000;13.666.666.666.666.600;20.0;33.333.333.333.333.300
26.01.2021;2.433.333.333.333.330;7.333.333.333.333.330;8.0;9.933.333.333.333.330;8.0;0.0;0.0;6.627.549;5.366.666.666.666.660;0.7666666666666666;20.0;36.666.666.666.666.600
27.01.2021;19.666.666.666.666.600;8.133.333.333.333.330;7.0;9.888.000.000.000.000;7.0;05. Sep;0.0;1.134.442;5.766.666.666.666.660;0.7999999999999999;18.666.666.666.666.600;26.666.666.666.666.600
28.01.2021;10.333.333.333.333.300;86.0;8.0;9.801.333.333.333.330;7.333.333.333.333.330;17. Aug;0.0;1.041.882;10.866.666.666.666.600;9.133.333.333.333.330;20.0;33.333.333.333.333.300
29.01.2021;9.933.333.333.333.330;7.933.333.333.333.330;9.0;9.756.666.666.666.660;8.0;07. Feb;0.0;3.286.713;9.766.666.666.666.660;8.133.333.333.333.330;18.666.666.666.666.600;4.0
30.01.2021;8.266.666.666.666.660;8.233.333.333.333.330;7.666.666.666.666.660;9.720.666.666.666.660;8.0;07. Feb;0.0;1.507.449;9.033.333.333.333.330;6.866.666.666.666.660;14.666.666.666.666.600;23.333.333.333.333.300
31.01.2021;03. Mai;9.466.666.666.666.660;6.333.333.333.333.330;9.718.000.000.000.000;8.0;04. Mrz;0.0;2.549.641;07. Mai;31.666.666.666.666.600;25.333.333.333.333.300;13.333.333.333.333.300
01.02.2021;8.933.333.333.333.330;87.0;7.666.666.666.666.660;967.4;8.0;07. Jul;0.0;2.528.008;9.933.333.333.333.330;7.866.666.666.666.660;22.666.666.666.666.600;26.666.666.666.666.600
02.02.2021;11. Jun;79.0;9.0;9.779.666.666.666.660;8.0;7.0;0.0;2.617.466;10.866.666.666.666.600;9.700.000.000.000.000;20.0;4.0
03.02.2021;12.200.000.000.000.000;7.866.666.666.666.660;8.666.666.666.666.660;976.5;7.666.666.666.666.660;02. Jul;0.0;1.207.622;11.133.333.333.333.300;10.200.000.000.000.000;18.666.666.666.666.600;36.666.666.666.666.600
04.02.2021;9.266.666.666.666.660;7.233.333.333.333.330;8.333.333.333.333.330;9.866.999.999.999.990;5.333.333.333.333.330;0.1;0.0;8.003.252;8.333.333.333.333.330;06. Aug;17.333.333.333.333.300;1.0
05.02.2021;09. Mai;8.566.666.666.666.660;7.0;9.843.666.666.666.660;8.0;01. Sep;0.0;4.688.193;10. Jan;8.166.666.666.666.660;20.0;16.666.666.666.666.600
06.02.2021;07. Mrz;9.633.333.333.333.330;5.333.333.333.333.330;9.766.333.333.333.330;8.0;0.2;0.0;1.727.297;9.833.333.333.333.330;7.0;14.666.666.666.666.600;13.333.333.333.333.300
07.02.2021;6.366.666.666.666.660;8.566.666.666.666.660;6.333.333.333.333.330;9.693.666.666.666.660;8.0;03. Jan;0.0;2.024.095;8.266.666.666.666.660;05. Mrz;24.0;23.333.333.333.333.300
08.02.2021;02. Jan;8.666.666.666.666.660;7.666.666.666.666.660;9.689.666.666.666.660;-328.0;01. Mai;0.0;141.875;6.133.333.333.333.330;12.666.666.666.666.600;18.666.666.666.666.600;26.666.666.666.666.600
09.02.2021;-0.2333333333333333;9.266.666.666.666.660;6.0;9.744.333.333.333.330;7.666.666.666.666.660;02. Jun;0.0;2.289.729;5.566.666.666.666.660;-0.6333333333333334;29.333.333.333.333.300;16.666.666.666.666.600
10.02.2021;-5.933.333.333.333.330;8.666.666.666.666.660;4.666.666.666.666.660;9.783.000.000.000.000;7.666.666.666.666.660;04. Mai;2.0;302.692;33.666.666.666.666.600;-6.266.666.666.666.660;30.666.666.666.666.600;26.666.666.666.666.600
11.02.2021;-5.366.666.666.666.660;6.433.333.333.333.330;7.0;9.967.333.333.333.330;5.0;0.0;6.0;1.306.947;02. Jun;-6.833.333.333.333.330;21.333.333.333.333.300;2.0
12.02.2021;-5.733.333.333.333.330;63.666.666.666.666.600;7.0;9.971.333.333.333.330;5.333.333.333.333.330;0.0;5.0;1.254.857;02. Apr;-7.433.333.333.333.330;20.0;16.666.666.666.666.600
13.02.2021;-3.233.333.333.333.330;39.0;8.0;10.036.333.333.333.300;0.0;0.0;5.0;1.404.723;01. Aug;-6.333.333.333.333.330;13.333.333.333.333.300;16.666.666.666.666.600
14.02.2021;-63.999.999.999.999.900;6.633.333.333.333.330;8.0;10.076.333.333.333.300;7.333.333.333.333.330;0.0;5.0;1.366.642;02. Mai;-7.733.333.333.333.330;24.0;13.333.333.333.333.300
15.02.2021;15.333.333.333.333.300;6.566.666.666.666.660;7.666.666.666.666.660;10.020.333.333.333.300;8.0;0.6;5.0;5.361.405;4.433.333.333.333.330;-0.6666666666666666;14.666.666.666.666.600;13.333.333.333.333.300
16.02.2021;8.233.333.333.333.330;7.133.333.333.333.330;8.333.333.333.333.330;9.921.666.666.666.660;7.666.666.666.666.660;0.1;0.0;953.227;7.800.000.000.000.000;5.900.000.000.000.000;20.0;16.666.666.666.666.600
17.02.2021;9.133.333.333.333.330;7.033.333.333.333.330;8.666.666.666.666.660;9.938.666.666.666.660;7.333.333.333.333.330;0.0;0.0;8.939.411;08. Jan;6.566.666.666.666.660;18.666.666.666.666.600;26.666.666.666.666.600
18.02.2021;6.0;7.966.666.666.666.660;8.0;9.868.333.333.333.330;8.0;01. Jul;0.0;8.203.153;7.366.666.666.666.660;4.266.666.666.666.660;21.333.333.333.333.300;13.333.333.333.333.300
19.02.2021;10. Mai;73.0;8.666.666.666.666.660;9.908.333.333.333.330;8.0;0.0;0.0;9.080.222;9.266.666.666.666.660;8.066.666.666.666.660;17.333.333.333.333.300;16.666.666.666.666.600
20.02.2021;9.433.333.333.333.330;7.066.666.666.666.660;7.666.666.666.666.660;9.891.666.666.666.660;7.333.333.333.333.330;0.0;0.0;1.370.109;08. Jan;6.533.333.333.333.330;5.333.333.333.333.330;1.0
21.02.2021;8.700.000.000.000.000;6.633.333.333.333.330;8.333.333.333.333.330;9.888.000.000.000.000;0.0;0.0;0.0;1.516.904;7.066.666.666.666.660;5.466.666.666.666.660;14.666.666.666.666.600;1.0
22.02.2021;9.133.333.333.333.330;6.833.333.333.333.330;8.0;994.0;8.0;0.0;0.0;1.194.914;07. Jul;61.000.000.000.000.000;30.666.666.666.666.600;1.0
23.02.2021;10.600.000.000.000.000;70.0;8.0;10.055.666.666.666.600;0.0;0.0;0.0;1.931.272;8.866.666.666.666.660;7.666.666.666.666.660;16.0;16.666.666.666.666.600
24.02.2021;11.966.666.666.666.600;66.0;8.0;10.042.333.333.333.300;0.0;0.0;0.0;1.311.014;8.966.666.666.666.660;8.433.333.333.333.330;18.666.666.666.666.600;1.0
25.02.2021;12.666.666.666.666.600;53.333.333.333.333.300;7.666.666.666.666.660;10.007.666.666.666.600;0.0;0.0;0.0;1.540.192;71.000.000.000.000.000;7.433.333.333.333.330;21.333.333.333.333.300;13.333.333.333.333.300
26.02.2021;9.299.999.999.999.990;69.0;7.666.666.666.666.660;10.018.666.666.666.600;5.333.333.333.333.330;0.0;0.0;1.232.897;7.733.333.333.333.330;06. Mrz;21.333.333.333.333.300;2.0
27.02.2021;7.599.999.999.999.990;59.333.333.333.333.300;8.0;10.052.333.333.333.300;26.666.666.666.666.600;0.0;0.0;1.663.151;5.966.666.666.666.660;04. Feb;12.0;23.333.333.333.333.300
28.02.2021;5.533.333.333.333.330;6.666.666.666.666.660;7.666.666.666.666.660;10.031.333.333.333.300;0.0;0.0;0.0;1.674.121;5.966.666.666.666.660;2.966.666.666.666.660;25.333.333.333.333.300;2.0
01.03.2021;5.433.333.333.333.330;6.966.666.666.666.660;7.333.333.333.333.330;1001.5;0.0;0.0;0.0;1.783.204;6.166.666.666.666.660;3.0;9.333.333.333.333.330;1.0
02.03.2021;7.666.666.666.666.660;64.0;7.333.333.333.333.330;10.023.666.666.666.600;16.666.666.666.666.600;0.0;0.0;1.673.892;6.366.666.666.666.660;4.333.333.333.333.330;16.0;13.333.333.333.333.300
03.03.2021;9.666.666.666.666.660;59.333.333.333.333.300;7.666.666.666.666.660;10.008.666.666.666.600;8.0;0.0;0.0;722.325;6.766.666.666.666.660;05. Aug;16.0;13.333.333.333.333.300
04.03.2021;10.966.666.666.666.600;59.333.333.333.333.300;8.0;9.921.666.666.666.660;8.0;02. Jun;0.0;1.091.698;7.633.333.333.333.330;7.133.333.333.333.330;18.666.666.666.666.600;26.666.666.666.666.600
05.03.2021;5.333.333.333.333.330;78.0;7.333.333.333.333.330;994.9;8.0;0.0;0.0;4.502.808;6.966.666.666.666.660;3.766.666.666.666.660;30.666.666.666.666.600;23.333.333.333.333.300
06.03.2021;4.033.333.333.333.330;62.666.666.666.666.600;8.0;9.991.666.666.666.660;0.0;0.0;0.0;1.833.687;4.966.666.666.666.660;12.999.999.999.999.900;21.333.333.333.333.300;16.666.666.666.666.600
07.03.2021;5.833.333.333.333.330;62.333.333.333.333.300;7.666.666.666.666.660;993.5;4.666.666.666.666.660;0.0;0.0;1.423.138;5.766.666.666.666.660;29.333.333.333.333.300;30.666.666.666.666.600;16.666.666.666.666.600
08.03.2021;31.333.333.333.333.300;6.666.666.666.666.660;7.0;9.914.333.333.333.330;26.666.666.666.666.600;0.0;0.0;2.230.503;4.966.666.666.666.660;0.7333333333333334;30.666.666.666.666.600;16.666.666.666.666.600
09.03.2021;3.266.666.666.666.660;64.0;7.333.333.333.333.330;990.1;7.666.666.666.666.660;0.0;0.0;1.501.185;4.766.666.666.666.660;0.6;20.0;13.333.333.333.333.300
10.03.2021;7.933.333.333.333.330;55.0;7.666.666.666.666.660;9.913.666.666.666.660;7.666.666.666.666.660;0.0;0.0;1.629.141;56.000.000.000.000.000;4.0;18.666.666.666.666.600;13.333.333.333.333.300
11.03.2021;11.933.333.333.333.300;6.866.666.666.666.660;8.333.333.333.333.330;9.817.333.333.333.330;8.0;08. Mrz;0.0;3.266.934;9.566.666.666.666.660;8.933.333.333.333.330;20.0;4.0
12.03.2021;8.533.333.333.333.330;62.333.333.333.333.300;9.0;9.866.666.666.666.660;7.0;0.1;0.0;1.585.385;68.999.999.999.999.900;5.366.666.666.666.660;20.0;33.333.333.333.333.300
13.03.2021;9.133.333.333.333.330;60.666.666.666.666.600;9.0;9.798.000.000.000.000;8.0;09. Apr;0.0;2.998.241;68.999.999.999.999.900;5.666.666.666.666.660;18.666.666.666.666.600;5.0
14.03.2021;4.133.333.333.333.330;8.233.333.333.333.330;8.0;986.9;7.333.333.333.333.330;04. Sep;0.0;5.305.664;6.766.666.666.666.660;02. Sep;20.0;33.333.333.333.333.300
15.03.2021;5.666.666.666.666.660;8.066.666.666.666.660;9.0;9.868.333.333.333.330;7.666.666.666.666.660;04. Mai;0.0;8.421.925;73.999.999.999.999.900;4.233.333.333.333.330;18.666.666.666.666.600;36.666.666.666.666.600
16.03.2021;5.466.666.666.666.660;6.966.666.666.666.660;8.666.666.666.666.660;9.962.666.666.666.660;8.0;02. Apr;0.0;8.529.653;6.233.333.333.333.330;31.999.999.999.999.900;22.666.666.666.666.600;2.0
17.03.2021;36.999.999.999.999.900;90.0;6.666.666.666.666.660;994.6;7.666.666.666.666.660;03. Jan;0.0;6.223.632;7.166.666.666.666.660;3.033.333.333.333.330;20.0;13.333.333.333.333.300
18.03.2021;3.0;7.633.333.333.333.330;8.0;9.941.333.333.333.330;8.0;0.1;0.0;8.835.306;05. Jul;13.333.333.333.333.300;26.666.666.666.666.600;13.333.333.333.333.300
19.03.2021;2.0;8.466.666.666.666.660;7.666.666.666.666.660;9.905.333.333.333.330;7.666.666.666.666.660;02. Jan;0.0;7.099.093;5.966.666.666.666.660;1.0;30.666.666.666.666.600;26.666.666.666.666.600
20.03.2021;01. Jul;62.333.333.333.333.300;7.666.666.666.666.660;997.4;6.0;0.0;0.0;1.841.729;4.033.333.333.333.330;-0.9333333333333332;32.0;2.0
21.03.2021;4.166.666.666.666.660;59.333.333.333.333.300;8.333.333.333.333.330;9.936.999.999.999.990;8.0;0.0;0.0;6.373.795;4.866.666.666.666.660;13.333.333.333.333.300;17.333.333.333.333.300;16.666.666.666.666.600
22.03.2021;35.333.333.333.333.300;7.366.666.666.666.660;7.666.666.666.666.660;9.950.333.333.333.330;8.0;0.0;0.0;5.229.905;5.733.333.333.333.330;16.666.666.666.666.600;28.0;2.0
23.03.2021;7.066.666.666.666.660;65.0;8.0;9.972.333.333.333.330;8.0;0.0;0.0;1.569.149;6.433.333.333.333.330;4.233.333.333.333.330;29.333.333.333.333.300;16.666.666.666.666.600
24.03.2021;8.133.333.333.333.330;62.666.666.666.666.600;8.0;9.957.666.666.666.660;0.6666666666666666;0.0;0.0;226.78;6.533.333.333.333.330;04. Jun;18.666.666.666.666.600;13.333.333.333.333.300
25.03.2021;10. Apr;60.333.333.333.333.300;8.0;9.932.333.333.333.330;8.0;0.0;0.0;194.404;7.266.666.666.666.660;63.999.999.999.999.900;24.0;2.0
26.03.2021;11.266.666.666.666.600;62.0;8.0;9.913.000.000.000.000;5.333.333.333.333.330;07. Feb;0.0;1.892.284;07. Aug;7.233.333.333.333.330;25.333.333.333.333.300;16.666.666.666.666.600
27.03.2021;9.566.666.666.666.660;51.0;8.666.666.666.666.660;9.989.666.666.666.660;5.333.333.333.333.330;0.0;0.0;2.211.501;58.999.999.999.999.900;5.166.666.666.666.660;24.0;26.666.666.666.666.600
28.03.2021;9.733.333.333.333.330;54.0;8.333.333.333.333.330;10.022.666.666.666.600;7.0;0.0;0.0;2.328.795;6.033.333.333.333.330;5.166.666.666.666.660;25.333.333.333.333.300;13.333.333.333.333.300
29.03.2021;13.066.666.666.666.600;41.333.333.333.333.300;8.666.666.666.666.660;10.037.333.333.333.300;7.666.666.666.666.660;0.0;0.0;2.397.927;5.333.333.333.333.330;63.999.999.999.999.900;22.666.666.666.666.600;13.333.333.333.333.300
30.03.2021;14.833.333.333.333.300;47.0;8.333.333.333.333.330;10.015.666.666.666.600;23.333.333.333.333.300;0.0;0.0;2.385.779;07. Feb;08. Mai;21.333.333.333.333.300;0.6666666666666666
31.03.2021;16.766.666.666.666.600;47.333.333.333.333.300;8.333.333.333.333.330;994.9;0.0;0.0;0.0;2.386.722;08. Jan;9.966.666.666.666.660;24.0;13.333.333.333.333.300
01.04.2021;17.833.333.333.333.300;45.666.666.666.666.600;8.333.333.333.333.330;990.6;16.666.666.666.666.600;0.0;0.0;2.338.784;8.366.666.666.666.660;10.666.666.666.666.600;26.666.666.666.666.600;16.666.666.666.666.600
02.04.2021;10. Sep;58.333.333.333.333.300;8.0;9.909.666.666.666.660;0.0;0.0;0.0;2.381.338;07. Mai;7.0;30.666.666.666.666.600;3.0
03.04.2021;7.766.666.666.666.660;51.666.666.666.666.600;7.666.666.666.666.660;9.945.666.666.666.660;5.0;0.0;0.0;1.953.896;05. Feb;03. Jun;13.333.333.333.333.300;23.333.333.333.333.300
